CITYCODE,ID,CITYNAME,COUNTRYCODE,REGIONCODE,COUNTRYNAME,ISO_CODE,SUBCONTINENTCODE,REGIONNAME,SUBCONTINENTNAME,CONTINENTCODE,CONTINENTNAME,ACTIVESTATUS,LATITUDE_NUM,LONGITUDE_NUM,LANGUAGE_KEY,LOAD_TIME
ADW,98,Camp Springs,US,US_MD,U.S.A.,USA,NAME,Maryland,North America,AM,America,1,38.8057469,-76.87741646,2,
ADX,99,Saint Andrews,GB,GBSCO,United Kingdom,GBR,NEUR,Scotland,Northern Europe,EU,Europe,1,56.3403902,-2.7955844,2,
ADY,100,Alldays,ZA,,South Africa,ZAF,SAFR,,Subsaharan Africa,AF,Africa,1,-22.6805556,29.1072222,2,
ADZ,101,San Andres Island,CO,,Colombia,COL,SAME,,South America,AM,America,1,12.58523,-81.69613,2,
AEA,102,Abemama Atoll,KI,,Kiribati,KIR,OCEA,,Oceania,OC,Oceania,1,0.4077885,173.8662415,2,
AEB,103,Baise,CN,CNGXI,China,CHN,NEAS,Guangxi,North East Asia,AS,Asia,1,23.9053605,106.6148824,2,
AEE,104,Adareil,SS,,South Sudan,SSD,NAFR,,North Africa,AF,Africa,1,7.8699431,29.66679,2,
AEG,105,South Tapanuli Regency,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,1.90379,98.61364,2,
AEH,106,Abecher,TD,,Chad,TCD,SAFR,,Subsaharan Africa,AF,Africa,1,13.8280295,20.8283652,2,
AEI,107,Algeciras,ES,ESAND,Spain,ESP,SEUR,Andalusia,Southern Europe,EU,Europe,1,36.1298256,-5.4477563,2,
AEK,108,Aseki,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-7.3490678,146.1927561,2,
AEL,109,Albert Lea,US,US_MN,U.S.A.,USA,NAME,Minnesota,North America,AM,America,1,43.64733,-93.36871,2,
AEM,110,Amgu,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,45.841634,137.679034,2,
AEO,111,Aioun El Atrouss,MR,,Mauritania,MRT,SAFR,,Subsaharan Africa,AF,Africa,1,16.6597742,-9.6178808,2,
BUE,112,Buenos Aires,AR,AR_BA,Argentina,ARG,SAME,Buenos Aires,South America,AM,America,1,-34.6075682,-58.4370894,2,
CIF,113,Chifeng,CN,CNMOG,China,CHN,NEAS,Inner Mongolia,North East Asia,AS,Asia,1,42.2811677,118.9426564,2,
AER,114,Sochi,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,43.5854823,39.723109,2,
AES,115,Aalesund,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,62.47151,6.17293,2,
AET,116,Allakaket,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,66.56385,-152.65203,2,
AEU,117,Abu Musa,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,25.87779695,55.03055914,2,
AEX,118,Alexandria,US,US_LA,U.S.A.,USA,NAME,Louisiana,North America,AM,America,1,31.31266,-92.44568,2,
AEY,119,Akureyri,IS,,Iceland,ISL,NEUR,,Northern Europe,EU,Europe,1,65.68390355,-18.1121756,2,
AFA,120,San Rafael,AR,AR_MD,Argentina,ARG,SAME,Mendoza,South America,AM,America,1,-34.6126025,-68.330514,2,
AFD,121,Port Alfred,ZA,,South Africa,ZAF,SAFR,,Subsaharan Africa,AF,Africa,1,-33.5981844,26.8914772,2,
COS,122,Colorado Springs,US,US_CO,U.S.A.,USA,NAME,Colorado,North America,AM,America,1,41.0334305,-73.5995698,2,
AFI,123,Amalfi,CO,,Colombia,COL,SAME,,South America,AM,America,1,6.9070097,-75.0735908,2,
ADP,124,Ampara,LK,,Sri Lanka,LKA,SASI,,South Asia,AS,Asia,1,7.2978118,81.6790194,2,
AFL,125,Alta Floresta,BR,BR_MT,Brazil,BRA,SAME,Mato Grosso,South America,AM,America,1,-9.8698547,-56.0834993,2,
AFN,126,Jaffrey,US,US_NH,U.S.A.,USA,NAME,New Hampshire,North America,AM,America,1,42.81571,-72.02527,2,
AFO,127,Afton,US,US_WY,U.S.A.,USA,NAME,Wyoming,North America,AM,America,1,42.72282,-110.93358,2,
AFR,128,Afore,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-9.1407625,148.3868248,2,
AFS,129,Zarafshan,UZ,,Uzbekistan,UZB,EEUR,,Central/Eastern Europe,EU,Europe,1,41.5715707,64.2053263,2,
AFT,130,Afutara,SB,,Solomon Islands,SLB,OCEA,,Oceania,OC,Oceania,1,-9.6188478,160.1732178,2,
FTW,131,Fort Worth,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,32.75095,-97.33086,2,
AFY,132,Afyon,TR,,Turkiye,TUR,SEUR,,Southern Europe,EU,Europe,1,38.7562504,30.5393573,2,
AFZ,133,Sabzevar,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,36.2134053,57.6808799,2,
AGA,134,Agadir,MA,,Morocco,MAR,NAFR,,North Africa,AF,Africa,1,30.4205162,-9.5838532,2,
AGB,135,Augsburg,DE,DEBAV,Germany,DEU,WEUR,Bavaria,Western Europe,EU,Europe,1,48.3668041,10.8986971,2,
PIT,136,Pittsburgh,US,US_PA,U.S.A.,USA,NAME,Pennsylvania,North America,AM,America,1,39.1608652,-76.83591835,2,
AGD,137,Anggi,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-8.7101,121.4537,2,
AGE,138,Wangerooge,DE,DELOW,Germany,DEU,WEUR,Lower Saxony,Western Europe,EU,Europe,1,53.7891528,7.9016018,2,
AGF,139,Agen,FR,FRAQU,France,FRA,WEUR,New Aquitaine,Western Europe,EU,Europe,1,44.2015827,0.6176112,2,
AGG,140,Angoram,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-4.0562906,144.0729039,2,
AGH,141,Angelholm,SE,,Sweden,SWE,NEUR,,Northern Europe,EU,Europe,1,56.2429224,12.8619375,2,
AGI,142,Wageningen,SR,,Suriname,SUR,SAME,,South America,AM,America,1,5.7710604,-56.6876895,2,
AGJ,143,Aguni,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,26.590619,127.232981,2,
AGK,144,Kagua,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-6.3971214,143.854313,2,
AGL,145,Wanigela,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-10.047078,148.213529,2,
AGM,146,Tasiilaq,GL,,Greenland,GRL,NEUR,,Northern Europe,EU,Europe,1,65.6152573,-37.6378149,2,
AGN,147,Angoon,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,57.50251,-134.58224,2,
AGO,148,Magnolia,US,US_AR,U.S.A.,USA,NAME,Arkansas,North America,AM,America,1,44.4432325,-73.0510315,2,
AGP,149,Malaga,ES,ESAND,Spain,ESP,SEUR,Andalusia,Southern Europe,EU,Europe,1,36.7196274,-4.4200006,2,
AGQ,150,Agrinion,GR,,Greece,GRC,SEUR,,Southern Europe,EU,Europe,1,38.6248275,21.4094206,2,
AGR,151,Agra,IN,INTTH,India,IND,SASI,Uttar Pradesh,South Asia,AS,Asia,1,27.1752554,78.0098161,2,
AGS,152,Augusta,US,US_GA,U.S.A.,USA,NAME,Georgia,North America,AM,America,1,42.5996464,-83.04302503,2,
AGT,153,Ciudad del Este,PY,,Paraguay,PRY,SAME,,South America,AM,America,1,-25.5169015,-54.6168645,2,
AGU,154,Aguascalientes,MX,,Mexico,MEX,NAME,,North America,AM,America,1,21.880487,-102.2967195,2,
AGV,155,Acarigua,VE,,Venezuela,VEN,SAME,,South America,AM,America,1,9.5507961,-69.2032823,2,
AGW,156,Agnew,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-28.0113264,120.5175303,2,
AGX,157,Agatti Island,IN,INLAK,India,IND,SASI,Lakshadweep,South Asia,AS,Asia,1,10.8476321,72.18884684,2,
AGY,158,Argyle Downs,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-16.5034197,128.9174919,2,
AGZ,159,Aggeneys,ZA,,South Africa,ZAF,SAFR,,Subsaharan Africa,AF,Africa,1,-29.2370676,18.8406534,2,
AHB,160,Abha,SA,,Saudi Arabia,SAU,MIDE,,Middle East,AS,Asia,1,18.2164282,42.5043596,2,
AHC,161,Herlong,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,40.1439,-120.12977,2,
AHE,162,Ahe,PF,,French Polynesia,PYF,OCEA,,Oceania,OC,Oceania,1,-14.56353,-146.39372,2,
AHF,163,Arapahoe,US,US_NE,U.S.A.,USA,NAME,Nebraska,North America,AM,America,1,36.01407345,-87.33654146,2,
AHH,164,Amery,US,US_WI,U.S.A.,USA,NAME,Wisconsin,North America,AM,America,1,45.30598,-92.36214,2,
AHI,165,Amahai,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-3.3081717,129.0010636,2,
AHJ,166,Hongyuan,CN,CNSIC,China,CHN,NEAS,Sichuan,North East Asia,AS,Asia,1,32.7930454,102.5426571,2,
AHL,167,Aishalton,GY,,Guyana,GUY,SAME,,South America,AM,America,1,2.4777029,-59.3211423,2,
AHM,168,Ashland,US,US_OR,U.S.A.,USA,NAME,Oregon,North America,AM,America,1,42.53394575,-82.9088041,2,
AHN,169,Athens,US,US_GA,U.S.A.,USA,NAME,Georgia,North America,AM,America,1,33.95816,-83.37312,2,
AHO,170,Alghero,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,40.5600205,8.3151473,2,
AHS,171,Ahuas,HN,,Honduras,HND,CAME,,Central America,AM,America,1,15.4759379,-84.3553341,2,
AHU,172,Al Hoceima,MA,,Morocco,MAR,NAFR,,North Africa,AF,Africa,1,35.245114,-3.930186,2,
AHW,173,Saihrawl,OM,,Oman,OMN,MIDE,,Middle East,AS,Asia,1,21.45014,57.27456,2,
AHY,174,Ambatolahy,MG,,Madagascar,MDG,SAFR,,Subsaharan Africa,AF,Africa,1,-20.012543,45.5386322,2,
AHZ,175,L'Alpe D'Huez,FR,FRAUR,France,FRA,WEUR,Auvergne and Rhone-Alpes,Western Europe,EU,Europe,1,45.092401,6.0699443,2,
AIA,176,Alliance,US,US_NE,U.S.A.,USA,NAME,Nebraska,North America,AM,America,1,42.09712,-102.87093,2,
AIC,177,Airok,MH,,Marshall Islands,MHL,OCEA,,Oceania,OC,Oceania,1,7.2788932,168.820906,2,
AID,178,Anderson,US,US_IN,U.S.A.,USA,NAME,Indiana,North America,AM,America,1,38.5961913,-82.4932125,2,
AIE,179,Aiome,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.1429533,144.7350561,2,
AIF,180,Assis,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-22.6620892,-50.420623,2,
AIG,181,Yalinga,CF,,Central African Republic,CAF,SAFR,,Subsaharan Africa,AF,Africa,1,6.5103137,23.2500743,2,
AIH,182,Aiambak,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-7.3443851,141.2656422,2,
AII,183,Ali-Sabieh,DJ,,Djibouti,DJI,SAFR,,Subsaharan Africa,AF,Africa,1,11.15373,42.69801,2,
AIK,184,Aiken,US,US_SC,U.S.A.,USA,NAME,South Carolina,North America,AM,America,1,43.7971946,-90.0773495,2,
AIL,185,Ailigandi,PA,,Panama,PAN,CAME,,Central America,AM,America,1,9.22834355,-78.02779437,2,
AIM,186,Ailuk Island,MH,,Marshall Islands,MHL,OCEA,,Oceania,OC,Oceania,1,10.2204503,169.9820473,2,
AIN,187,Wainwright,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,34.208431,-92.3376518,2,
AIO,188,Atlantic,US,US_IA,U.S.A.,USA,NAME,Iowa,North America,AM,America,1,41.404,-95.01386,2,
AIP,189,Adampur,IN,INPUN,India,IND,SASI,Punjab,South Asia,AS,Asia,1,20.9897,78.05528849,2,
AIR,190,Aripuana,BR,BR_MT,Brazil,BRA,SAME,Mato Grosso,South America,AM,America,1,-10.175806,-59.4439663,2,
AIS,191,Arorae Island,KI,,Kiribati,KIR,OCEA,,Oceania,OC,Oceania,1,-2.639436,176.8240967,2,
AIT,192,Aitutaki,CK,,Cook Islands,COK,OCEA,,Oceania,OC,Oceania,1,-18.88837815,-159.7831878,2,
AIU,193,Atiu Island,CK,,Cook Islands,COK,OCEA,,Oceania,OC,Oceania,1,-19.9951954,-158.1147308,2,
AIV,194,Aliceville,US,US_AL,U.S.A.,USA,NAME,Alabama,North America,AM,America,1,33.12943,-88.1531,2,
AIW,195,Ai-Ais,NA,,Namibia,NAM,SAFR,,Subsaharan Africa,AF,Africa,1,-27.9198234,17.4898019,2,
AIX,196,Aix en Provence,FR,FRPRO,France,FRA,WEUR,Provence Alpes Cote d'Azur,Western Europe,EU,Europe,1,43.5298424,5.4474738,2,
AIZ,197,Lake Ozark,US,US_MO,U.S.A.,USA,NAME,Missouri,North America,AM,America,1,38.18029,-92.6227,2,
AJA,198,Ajaccio,FR,FRCOR,France,FRA,WEUR,Corsica,Western Europe,EU,Europe,1,41.9263991,8.7376029,2,
AJF,199,Jouf,SA,,Saudi Arabia,SAU,MIDE,,Middle East,AS,Asia,1,29.77644115,40.01144064,2,
AJI,200,Agri,TR,,Turkiye,TUR,SEUR,,Southern Europe,EU,Europe,1,39.719125,43.0504894,2,
AJJ,201,Akjoujt,MR,,Mauritania,MRT,SAFR,,Subsaharan Africa,AF,Africa,1,19.7435804,-14.3855238,2,
AJK,202,Arak,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,34.0862719,49.6893884,2,
AJL,203,Aizawl,IN,INMIZ,India,IND,SASI,Mizoram,South Asia,AS,Asia,1,23.7435236,92.7382905,2,
AJN,204,Anjouan,KM,,Comoros,COM,SAFR,,Subsaharan Africa,AF,Africa,1,-12.22656805,44.41070486,2,
AJR,205,Arvidsjaur,SE,,Sweden,SWE,NEUR,,Northern Europe,EU,Europe,1,65.666667,19.25,2,
AJS,206,Abreojos,MX,,Mexico,MEX,NAME,,North America,AM,America,1,26.7148509,-113.5737879,2,
AJU,207,Aracaju,BR,BR_SE,Brazil,BRA,SAME,Sergipe,South America,AM,America,1,-10.9162061,-37.0774655,2,
AJY,208,Agades,NE,,Niger,NER,SAFR,,Subsaharan Africa,AF,Africa,1,16.972556,7.990739,2,
AKA,209,Ankang,CN,CNSHA,China,CHN,NEAS,Shaanxi,North East Asia,AS,Asia,1,32.7165184,108.9912989,2,
AKB,210,Atka,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,52.1948,-174.19712,2,
CAK,211,Akron,US,US_OH,U.S.A.,USA,NAME,Ohio,North America,AM,America,1,40.912671,-81.45773212,2,
AKD,212,Akola,IN,INMAH,India,IND,SASI,Maharashtra,South Asia,AS,Asia,1,20.7116604,77.002632,2,
AKE,213,Akieni,GA,,Gabon,GAB,SAFR,,Subsaharan Africa,AF,Africa,1,-0.6067927,12.92263,2,
AKF,214,Kufra,LY,,Libya,LBY,MIDE,,Middle East,AS,Asia,1,24.1807226,23.40328222,2,
AKG,215,Anguganak,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-3.563503,142.218848,2,
AKH,216,Al Kharj,SA,,Saudi Arabia,SAU,MIDE,,Middle East,AS,Asia,1,24.153889,47.291111,2,
AKI,217,Akiak,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,33.4460073,-111.9840139,2,
AKJ,218,Asahikawa,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,43.770625,142.3649743,2,
AKK,219,Akhiok,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,57.80934,-152.36522,2,
AKL,220,Auckland,NZ,,New Zealand,NZL,OCEA,,Oceania,OC,Oceania,1,-36.852095,174.7631803,2,
AKM,221,Zakouma,TD,,Chad,TCD,SAFR,,Subsaharan Africa,AF,Africa,1,10.8917367,19.820382,2,
AKN,222,King Salmon,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,58.69753,-156.70382,2,
AKO,223,Akron,US,US_CO,U.S.A.,USA,NAME,Colorado,North America,AM,America,1,34.8960229,-107.5824333,2,
AKP,224,Anaktuvuk,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,70.21873,-150.99022,2,
AKQ,225,Astraksetra,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-0.199674,114.0099793,2,
AKR,226,Akure,NG,,Nigeria,NGA,SAFR,,Subsaharan Africa,AF,Africa,1,7.2525595,5.1932647,2,
AKS,227,Auki,SB,,Solomon Islands,SLB,OCEA,,Oceania,OC,Oceania,1,-8.7706074,160.6992655,2,
AKT,228,Akrotiri,CY,,Cyprus,CYP,SEUR,,Southern Europe,EU,Europe,1,35.3283079,34.04350736,2,
AKU,229,Aksu,CN,CNXIN,China,CHN,NEAS,Xinjiang,North East Asia,AS,Asia,1,41.6542826,79.555384,2,
AKV,230,Akulivik,CA,CA_QC,Canada,CAN,NAME,Quebec,North America,AM,America,1,60.8091489,-78.1902198,2,
AKW,231,Aghajari,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,30.6995647,49.8285336,2,
AKX,232,Aktyubinsk,KZ,,Kazakhstan,KAZ,EEUR,,Central/Eastern Europe,EU,Europe,1,49.4829,57.41686,2,
AKY,233,Sittwe,MM,,Myanmar,MMR,SEAS,,South East Asia,AS,Asia,1,20.15,92.9,2,
ALA,234,Almaty,KZ,,Kazakhstan,KAZ,EEUR,,Central/Eastern Europe,EU,Europe,1,43.2363924,76.9457275,2,
ALB,235,Albany,US,US_NY,U.S.A.,USA,NAME,New York,North America,AM,America,1,48.1704677,-121.6993621,2,
ALD,236,Alerta,PE,,Peru,PER,SAME,,South America,AM,America,1,-11.6998406,-69.199206,2,
ALE,237,Alpine,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,30.35867,-103.66121,2,
ALF,238,Alta,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,69.9666046,23.2733282,2,
ALG,239,Algiers,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,36.7753606,3.0601882,2,
ALH,240,Albany,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-35.0247822,117.883608,2,
ALI,241,Alice,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,27.75078,-98.06504,2,
ALJ,242,Alexander Bay,ZA,,South Africa,ZAF,SAFR,,Subsaharan Africa,AF,Africa,1,-28.594787,16.482647,2,
ALK,243,Asela,ET,,Ethiopia,ETH,SAFR,,Subsaharan Africa,AF,Africa,1,7.95,39.13333,2,
ALL,244,Albenga,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,44.0492503,8.2131239,2,
ALM,245,Alamogordo,US,US_NM,U.S.A.,USA,NAME,New Mexico,North America,AM,America,1,44.3140261,-94.4614177,2,
ALN,246,Alton,US,US_IL,U.S.A.,USA,NAME,Illinois,North America,AM,America,1,33.72812165,-117.9608062,2,
ALO,247,Waterloo,US,US_IA,U.S.A.,USA,NAME,Iowa,North America,AM,America,1,20.8514163,-156.1985629,2,
ALP,248,Aleppo,SY,,Syria,SYR,MIDE,,Middle East,AS,Asia,1,36.19924,37.1637253,2,
ALQ,249,Alegrete,BR,BR_RS,Brazil,BRA,SAME,Rio Grande do Sul,South America,AM,America,1,-29.790166,-55.794862,2,
ALR,250,Alexandra,NZ,,New Zealand,NZL,OCEA,,Oceania,OC,Oceania,1,-45.2535683,169.3870836,2,
ALS,251,Alamosa,US,US_CO,U.S.A.,USA,NAME,Colorado,North America,AM,America,1,68.0447939,-150.7286454,2,
ALT,252,Alenquer,BR,BR_PA,Brazil,BRA,SAME,Para,South America,AM,America,1,-1.946229,-54.738355,2,
ALU,253,Alula,SO,,Somalia,SOM,SAFR,,Subsaharan Africa,AF,Africa,1,11.9664275,50.7571472,2,
ALV,254,Andorra la Vella,AD,,Andorra,AND,SEUR,,Southern Europe,EU,Europe,1,42.5069391,1.5212467,2,
ALW,255,Walla Walla,US,US_WA,U.S.A.,USA,NAME,Washington,North America,AM,America,1,46.07068,-118.34261,2,
ALX,256,Alexander City,US,US_AL,U.S.A.,USA,NAME,Alabama,North America,AM,America,1,32.93884,-85.95295,2,
ALY,257,Alexandria,EG,,Egypt,EGY,MIDE,,Middle East,AS,Asia,1,31.1991806,29.8951716,2,
ALZ,258,Alitak,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,57.71205,-152.58946,2,
AMA,259,Amarillo,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,29.9521491,-90.2964674,2,
AMB,260,Ambilobe,MG,,Madagascar,MDG,SAFR,,Subsaharan Africa,AF,Africa,1,-13.194439,49.049956,2,
AMC,261,Am Timan,TD,,Chad,TCD,SAFR,,Subsaharan Africa,AF,Africa,1,11.0396368,20.2826429,2,
AMD,262,Ahmedabad,IN,INGUJ,India,IND,SASI,Gujarat,South Asia,AS,Asia,1,23.0216238,72.5797068,2,
AME,263,Alto Molocue,MZ,,Mozambique,MOZ,SAFR,,Subsaharan Africa,AF,Africa,1,-15.6325077,37.6846186,2,
AMF,264,Ama,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-4.102662,141.665447,2,
AMG,265,Amboin,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-4.6061739,143.5060865,2,
AMH,266,Arba Mintch,ET,,Ethiopia,ETH,SAFR,,Subsaharan Africa,AF,Africa,1,6.01175,37.53883,2,
AMI,267,Mataram,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-8.5837726,116.10685,2,
AMJ,268,Almenara,BR,BR_MG,Brazil,BRA,SAME,Minas Gerais,South America,AM,America,1,-16.1740678,-40.6904907,2,
DRO,269,Durango,US,US_CO,U.S.A.,USA,NAME,Colorado,North America,AM,America,1,37.27367,-107.8793,2,
AML,270,Puerto Armuelles,PA,,Panama,PAN,CAME,,Central America,AM,America,1,8.2725603,-82.8604458,2,
AMN,271,Alma,US,US_MI,U.S.A.,USA,NAME,Michigan,North America,AM,America,1,43.37897,-84.65703,2,
AMO,272,Mao,TD,,Chad,TCD,SAFR,,Subsaharan Africa,AF,Africa,1,14.1234161,15.3108471,2,
AMP,273,Ampanihy,MG,,Madagascar,MDG,SAFR,,Subsaharan Africa,AF,Africa,1,-24.6926617,44.7463882,2,
AMQ,274,Ambon,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-3.6959434,128.178785,2,
LEI,275,Almeria,ES,ESAND,Spain,ESP,SEUR,Andalusia,Southern Europe,EU,Europe,1,36.8400955,-2.4679043,2,
AMS,276,Amsterdam,NL,,Netherlands,NLD,WEUR,,Western Europe,EU,Europe,1,52.3730796,4.8924534,2,
AMT,277,Amata,AU,AUSOA,Australia,AUS,OCEA,South Australia,Oceania,OC,Oceania,1,-26.1517767,131.1469813,2,
AMU,278,Amanab,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-3.5861368,141.2142807,2,
AMV,279,Amderma,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,69.7522076,61.66226728,2,
AMW,280,Ames,US,US_IA,U.S.A.,USA,NAME,Iowa,North America,AM,America,1,42.02534,-93.6202,2,
AMX,281,Ammaroo,AU,AUNOT,Australia,AUS,OCEA,Northern Territory,Oceania,OC,Oceania,1,-21.7500557,135.2386949,2,
AMY,282,Ambatomainty,MG,,Madagascar,MDG,SAFR,,Subsaharan Africa,AF,Africa,1,-17.695381,45.664521,2,
AMZ,283,Ardmore,NZ,,New Zealand,NZL,OCEA,,Oceania,OC,Oceania,1,-37.0333574,174.9831104,2,
MRE,284,Maasai Mara,KE,,Kenya,KEN,SAFR,,Subsaharan Africa,AF,Africa,1,-1.48475095,35.101904,2,
ANB,285,Anniston,US,US_AL,U.S.A.,USA,NAME,Alabama,North America,AM,America,1,57.0548405,-135.3185566,2,
ANC,286,Anchorage,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,47.8514851,-114.2944997,2,
AND,287,Anderson,US,US_SC,U.S.A.,USA,NAME,South Carolina,North America,AM,America,1,34.50061,-82.64962,2,
ANE,288,Angers,FR,FRPAY,France,FRA,WEUR,Pays de la Loire,Western Europe,EU,Europe,1,47.4739884,-0.5515588,2,
ANF,289,Antofagasta,CL,,Chile,CHL,SAME,,South America,AM,America,1,-23.6463741,-70.3980033,2,
ANG,290,Angouleme,FR,FRAQU,France,FRA,WEUR,New Aquitaine,Western Europe,EU,Europe,1,45.6484505,0.1561947,2,
ANI,291,Aniak,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,22.159308,-159.654981,2,
ANJ,292,Zanaga,CG,,Congo,COG,SAFR,,Subsaharan Africa,AF,Africa,1,-2.8501462,13.8234428,2,
ANK,293,Ankara,TR,,Turkiye,TUR,SEUR,,Southern Europe,EU,Europe,1,39.9207759,32.8540497,2,
ANL,294,Andulo,AO,,Angola,AGO,SAFR,,Subsaharan Africa,AF,Africa,1,-11.4872178,16.6959053,2,
ANM,295,Antalaha,MG,,Madagascar,MDG,SAFR,,Subsaharan Africa,AF,Africa,1,-14.9012302,50.2810433,2,
ANN,296,Annette Island,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,37.0308871,-92.1973807,2,
ANO,297,Angoche,MZ,,Mozambique,MOZ,SAFR,,Subsaharan Africa,AF,Africa,1,-16.2292451,39.9081111,2,
ANP,298,Annapolis,US,US_MD,U.S.A.,USA,NAME,Maryland,North America,AM,America,1,42.110489,-71.45327757,2,
ANQ,299,Angola,US,US_IN,U.S.A.,USA,NAME,Indiana,North America,AM,America,1,41.63487,-84.9986,2,
ANR,300,Antwerp,BE,,Belgium,BEL,WEUR,,Western Europe,EU,Europe,1,51.2211097,4.3997081,2,
ANS,301,Andahuaylas,PE,,Peru,PER,SAME,,South America,AM,America,1,-13.6564057,-73.3899459,2,
ANT,302,Saint Anton,AT,,Austria,AUT,WEUR,,Western Europe,EU,Europe,1,48.6916428,15.2091817,2,
ANU,303,Antigua,AG,,Antigua and Barbuda,ATG,CRBN,,Caribbean,AM,America,1,17.0855891,-61.79456029,2,
ANV,304,Anvik,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,62.65397,-160.20081,2,
ANW,305,Ainsworth,US,US_NE,U.S.A.,USA,NAME,Nebraska,North America,AM,America,1,42.54745,-99.86248,2,
ANX,306,Andenes,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,69.3122989,16.10570853,2,
ANY,307,Anthony,US,US_KS,U.S.A.,USA,NAME,Kansas,North America,AM,America,1,36.7858338,-109.3792478,2,
ANZ,308,Angus Downs,AU,AUNOT,Australia,AUS,OCEA,Northern Territory,Oceania,OC,Oceania,1,-25.0344527,132.2725281,2,
AOA,309,Aroa,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-8.9482697,146.926116,2,
AOB,310,Annanberg,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.6816068,144.2489014,2,
AOC,311,Altenburg,DE,DETHU,Germany,DEU,WEUR,Thuringia,Western Europe,EU,Europe,1,50.9852411,12.4340988,2,
AOD,312,Abou Deia,TD,,Chad,TCD,SAFR,,Subsaharan Africa,AF,Africa,1,11.45,19.2805333,2,
ESK,313,Eskisehir,TR,,Turkiye,TUR,SEUR,,Southern Europe,EU,Europe,1,39.7743941,30.519116,2,
