CITYCODE,ID,CITYNAME,COUNTRYCODE,REGIONCODE,COUNTRYNAME,ISO_CODE,SUBCONTINENTCODE,REGIONNAME,SUBCONTINENTNAME,CONTINENTCODE,CONTINENTNAME,ACTIVESTATUS,LATITUDE_NUM,LONGITUDE_NUM,LOAD_TIME
HRM,3084,Hassi R'Mel,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,32.9458855,3.273666,
HRN,3085,Heron Island,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-23.44229795,151.9149552,
HRO,3086,Harrison,US,US_AR,U.S.A.,USA,NAME,Arkansas,North America,AM,America,1,36.22863,-93.11003,
HRR,3087,Herrera,CO,,Colombia,COL,SAME,,South America,AM,America,1,3.2869235,-75.8184981,
HRS,3088,Harrismith,ZA,,South Africa,ZAF,SAFR,,Subsaharan Africa,AF,Africa,1,-28.27304605,29.12841908,
HRT,3089,Linton-on-Ouse,GB,GBENG,United Kingdom,GBR,NEUR,England,Northern Europe,EU,Europe,1,54.05069785,-1.238267102,
HRY,3090,Henbury,AU,AUNOT,Australia,AUS,OCEA,Northern Territory,Oceania,OC,Oceania,1,-24.5523449,133.2528466,
HRZ,3091,Horizontina,BR,BR_RS,Brazil,BRA,SAME,Rio Grande do Sul,South America,AM,America,1,-27.627931,-54.3090256,
HSA,3092,Turkistan,KZ,,Kazakhstan,KAZ,EEUR,,Central/Eastern Europe,EU,Europe,1,43.3019457,68.2703698,
HSB,3093,Harrisburg,US,US_IL,U.S.A.,USA,NAME,Illinois,North America,AM,America,1,37.73836,-88.54001,
HSC,3094,Shaoguan,CN,CNGUA,China,CHN,NEAS,Guangdong,North East Asia,AS,Asia,1,24.8136095,113.5922116,
HSD,3095,Huangshi,CN,CNHUB,China,CHN,NEAS,Hubei,North East Asia,AS,Asia,1,30.2024971,115.0334144,
HSF,3096,Suifenhe,CN,CNHEN,China,CHN,NEAS,Heilongjiang,North East Asia,AS,Asia,1,44.3947108,131.1555545,
HSG,3097,Saga,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,33.2639134,130.3008378,
LAS,3098,Las Vegas,US,US_NV,U.S.A.,USA,NAME,Nevada,North America,AM,America,1,36.17193,-115.14001,
HSI,3099,Hastings,US,US_NE,U.S.A.,USA,NAME,Nebraska,North America,AM,America,1,41.46903735,-81.93823459,
HSK,3100,Huesca,ES,ESARA,Spain,ESP,SEUR,Aragon,Southern Europe,EU,Europe,1,42.1400528,-0.40887,
HSL,3101,Huslia,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,65.70209,-156.38685,
HSM,3102,Horsham,AU,AUVIC,Australia,AUS,OCEA,Victoria,Oceania,OC,Oceania,1,-36.7148099,142.2018105,
HSN,3103,Zhoushan,CN,CNZHE,China,CHN,NEAS,Zhejiang,North East Asia,AS,Asia,1,29.9873344,122.2030363,
HSP,3104,Hot Springs,US,US_VA,U.S.A.,USA,NAME,Virginia,North America,AM,America,1,42.60759755,-72.56079564,
HSS,3105,Hissar,IN,INHAR,India,IND,SASI,Haryana,South Asia,AS,Asia,1,9.8985777,76.70616353,
HST,3106,Homestead,US,US_FL,U.S.A.,USA,NAME,Florida,North America,AM,America,1,25.4765,-80.46552,
HSV,3107,Huntsville,US,US_AL,U.S.A.,USA,NAME,Alabama,North America,AM,America,1,34.72929,-86.5851,
HSZ,3108,Hsinchu,TW,,Taiwan,TWN,NEAS,,North East Asia,AS,Asia,1,24.8066333,120.9686833,
HTA,3109,Chita,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,52.033409,113.500893,
HTG,3110,Hatanga,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,72.5720585,104.2904408,
HTH,3111,Hawthorne,US,US_NV,U.S.A.,USA,NAME,Nevada,North America,AM,America,1,38.5258,-118.62464,
HTI,3112,Hamilton Island,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-20.35462625,148.9560518,
HTL,3113,Houghton Lake,US,US_MI,U.S.A.,USA,NAME,Michigan,North America,AM,America,1,44.30897,-84.75914,
HTM,3114,Khatgal,MN,,Mongolia,MNG,NEAS,,North East Asia,AS,Asia,1,50.4442293,100.1579353,
HTN,3115,Hotan,CN,CNXIN,China,CHN,NEAS,Xinjiang,North East Asia,AS,Asia,1,37.1126842,79.9111626,
HTO,3116,East Hampton,US,US_NY,U.S.A.,USA,NAME,New York,North America,AM,America,1,40.96375,-72.18518,
HTR,3117,Hateruma,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,24.0587455,123.7821554,
HTS,3118,Huntington,US,US_WV,U.S.A.,USA,NAME,West Virginia,North America,AM,America,1,37.2112612,-77.4072045,
HTT,3119,Huatugou,CN,CNQIN,China,CHN,NEAS,Qinghai,North East Asia,AS,Asia,1,38.2521603,90.8593199,
HTU,3120,Hopetown,AU,AUVIC,Australia,AUS,OCEA,Victoria,Oceania,OC,Oceania,1,-38.16418,144.54833,
HTV,3121,Huntsville,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,30.72378,-95.55217,
HTW,3122,Chesapeake,US,US_OH,U.S.A.,USA,NAME,Ohio,North America,AM,America,1,38.42693,-82.46273,
HTY,3123,Antakya,TR,,Turkiye,TUR,SEUR,,Southern Europe,EU,Europe,1,36.2036546,36.1637648,
HTZ,3124,Hato Corozal,CO,,Colombia,COL,SAME,,South America,AM,America,1,6.1535075,-71.7686455,
HUB,3125,Humbert River,AU,AUNOT,Australia,AUS,OCEA,Northern Territory,Oceania,OC,Oceania,1,-16.4799938,130.5933484,
HUC,3126,Humacao,PR,,Puerto Rico,PRI,CRBN,,Caribbean,AM,America,1,-13.8447852,-74.3641524,
HUD,3127,Humboldt,US,US_IA,U.S.A.,USA,NAME,Iowa,North America,AM,America,1,42.73142,-94.22706,
HUE,3128,Humera,ET,,Ethiopia,ETH,SAFR,,Subsaharan Africa,AF,Africa,1,14.2876868,36.6088415,
HUF,3129,Terre Haute,US,US_IN,U.S.A.,USA,NAME,Indiana,North America,AM,America,1,39.46649,-87.41301,
HUG,3130,Huehuetenango,GT,,Guatemala,GTM,CAME,,Central America,AM,America,1,15.3184301,-91.4723295,
HUH,3131,Huahine,PF,,French Polynesia,PYF,OCEA,,Oceania,OC,Oceania,1,-16.74787,-151.02124,
HUI,3132,Hue,VN,,Vietnam,VNM,SEAS,,South East Asia,AS,Asia,1,16.4639321,107.5863388,
HUJ,3133,Hugo,US,US_OK,U.S.A.,USA,NAME,Oklahoma,North America,AM,America,1,34.01087,-95.51345,
HUK,3134,Hukuntsi,BW,,Botswana,BWA,SAFR,,Subsaharan Africa,AF,Africa,1,-23.9949347,21.77323128,
HUL,3135,Houlton,US,US_ME,U.S.A.,USA,NAME,Maine,North America,AM,America,1,46.12406,-67.8398,
HUM,3136,Houma,US,US_LA,U.S.A.,USA,NAME,Louisiana,North America,AM,America,1,40.68397365,-73.00223987,
HUN,3137,Hualien,TW,,Taiwan,TWN,NEAS,,North East Asia,AS,Asia,1,23.982074,121.60681,
HUO,3138,Huolinguole,CN,CNMOG,China,CHN,NEAS,Inner Mongolia,North East Asia,AS,Asia,1,45.5233407,119.6519625,
HUQ,3139,Houn,LY,,Libya,LBY,MIDE,,Middle East,AS,Asia,1,29.1245649,15.9402605,
HUS,3140,Hughes,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,34.9490408,-90.4716462,
HUT,3141,Hutchinson,US,US_KS,U.S.A.,USA,NAME,Kansas,North America,AM,America,1,38.05725,-97.93248,
HUU,3142,Huanuco,PE,,Peru,PER,SAME,,South America,AM,America,1,-9.9293255,-76.2394845,
HUV,3143,Hudiksvall,SE,,Sweden,SWE,NEUR,,Northern Europe,EU,Europe,1,61.7281607,17.105575,
HUW,3144,Humaita,BR,BR_AM,Brazil,BRA,SAME,Amazonas,South America,AM,America,1,-27.5660564,-53.9719817,
HUX,3145,Huatulco,MX,,Mexico,MEX,NAME,,North America,AM,America,1,15.83133725,-96.3198013,
HUY,3146,Humberside,GB,GBENG,United Kingdom,GBR,NEUR,England,Northern Europe,EU,Europe,1,53.5763101,-0.116259874,
HUZ,3147,Huizhou,CN,CNGUA,China,CHN,NEAS,Guangdong,North East Asia,AS,Asia,1,23.1146515,114.4107202,
HVA,3148,Analalava,MG,,Madagascar,MDG,SAFR,,Subsaharan Africa,AF,Africa,1,-14.630431,47.750364,
HVB,3149,Hervey Bay,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-25.2985784,152.8535216,
HVD,3150,Khovd,MN,,Mongolia,MNG,NEAS,,North East Asia,AS,Asia,1,48.0006353,91.6452415,
HVE,3151,Hanksville,US,US_UT,U.S.A.,USA,NAME,Utah,North America,AM,America,1,38.37441,-110.71167,
HVG,3152,Honningsvag,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,70.9802638,25.977841,
HVK,3153,Holmavik,IS,,Iceland,ISL,NEUR,,Northern Europe,EU,Europe,1,65.706497,-21.6691959,
HVN,3154,New Haven,US,US_CT,U.S.A.,USA,NAME,Connecticut,North America,AM,America,1,37.8989003,-97.7828272,
HVR,3155,Havre,US,US_MT,U.S.A.,USA,NAME,Montana,North America,AM,America,1,48.55297,-109.67166,
HVS,3156,Hartsville,US,US_SC,U.S.A.,USA,NAME,South Carolina,North America,AM,America,1,39.48654,-108.344876,
SOB,3157,Sarmellek,HU,,Hungary,HUN,EEUR,,Central/Eastern Europe,EU,Europe,1,46.7080843,17.1682755,
HWA,3158,Hawabango,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.6816068,144.2489014,
HWD,3159,Hayward,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,34.293317,-118.6230437,
HWI,3160,Hawk Inlet,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,59.95121,-151.72447,
HWK,3161,Hawker,AU,AUSOA,Australia,AUS,OCEA,South Australia,Oceania,OC,Oceania,1,-31.8876169,138.4227131,
HWN,3162,Hwange National Park,ZW,,Zimbabwe,ZWE,SAFR,,Subsaharan Africa,AF,Africa,1,-19.1890212,26.74006098,
HWO,3163,Hollywood,US,US_FL,U.S.A.,USA,NAME,Florida,North America,AM,America,1,26.01067,-80.16026,
HXD,3164,Delingha City,CN,CNQIN,China,CHN,NEAS,Qinghai,North East Asia,AS,Asia,1,37.3690819,97.36011,
XNT,3165,Xingtai,CN,CNHEB,China,CHN,NEAS,Hebei,North East Asia,AS,Asia,1,37.0616519,114.499746,
HXX,3166,Hay,AU,AUNSW,Australia,AUS,OCEA,New South Wales,Oceania,OC,Oceania,1,-34.5092589,144.842485,
HYA,3167,Hyannis,US,US_MA,U.S.A.,USA,NAME,Massachusetts,North America,AM,America,1,41.6549,-70.27932,
HYC,3168,High Wycombe,GB,GBENG,United Kingdom,GBR,NEUR,England,Northern Europe,EU,Europe,1,51.6317449,-0.75596,
HYF,3169,Hayfields,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-3.689,143.0596,
HYG,3170,Hydaburg,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,55.2044,-132.82445,
HYL,3171,Hollis,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,37.130408,-121.6544974,
HYN,3172,Taizhou,CN,CNZHE,China,CHN,NEAS,Zhejiang,North East Asia,AS,Asia,1,28.6581723,121.4163876,
HYR,3173,Hayward,US,US_WI,U.S.A.,USA,NAME,Wisconsin,North America,AM,America,1,46.01362,-91.4873,
HYS,3174,Hays,US,US_KS,U.S.A.,USA,NAME,Kansas,North America,AM,America,1,38.8712,-99.33291,
HYV,3175,Hyvinkaa,FI,,Finland,FIN,NEUR,,Northern Europe,EU,Europe,1,60.6335719,24.8695328,
HZA,3176,Heze,CN,CNDON,China,CHN,NEAS,Shandong,North East Asia,AS,Asia,1,35.2477266,115.4464761,
HZB,3177,Hazebrouck,FR,FRUPP,France,FRA,WEUR,Hauts-de-France,Western Europe,EU,Europe,1,50.7226113,2.5360331,
HZG,3178,Hanzhong,CN,CNSHA,China,CHN,NEAS,Shaanxi,North East Asia,AS,Asia,1,33.069049,107.018889,
HZH,3179,Liping,CN,CNGUI,China,CHN,NEAS,Guizhou,North East Asia,AS,Asia,1,27.524722,111.661944,
ZUH,3180,Zhuhai,CN,CNGUA,China,CHN,NEAS,Guangdong,North East Asia,AS,Asia,1,22.273734,113.5721327,
HZK,3181,Husavik,IS,,Iceland,ISL,NEUR,,Northern Europe,EU,Europe,1,66.0433168,-17.3410402,
HZL,3182,Hazleton,US,US_PA,U.S.A.,USA,NAME,Pennsylvania,North America,AM,America,1,40.95479,-75.97679,
HZP,3183,Fort MacKay,CA,CA_AB,Canada,CAN,NAME,Alberta,North America,AM,America,1,57.1825744,-111.6378436,
HZV,3184,Hazyview,ZA,,South Africa,ZAF,SAFR,,Subsaharan Africa,AF,Africa,1,-25.0441726,31.1283552,
IAA,3185,Igarka,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,67.4566185,86.5308425,
IAG,3186,Niagara Falls,US,US_NY,U.S.A.,USA,NAME,New York,North America,AM,America,1,43.096,-79.05551,
IAM,3187,In Amenas,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,28.0386648,9.5761505,
IAN,3188,Kiana,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,26.0689534,-81.7905497,
IAO,3189,Del Carmin,PH,,Philippines,PHL,SEAS,,South East Asia,AS,Asia,1,9.87131,125.97161,
IAQ,3190,Bahregan,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,30.2120544,49.7295957,
IAR,3191,Yaroslavl,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,57.6263877,39.8933705,
IAS,3192,Iasi,RO,,Romania,ROU,EEUR,,Central/Eastern Europe,EU,Europe,1,47.1615416,27.5837224,
IAU,3193,Iaura,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,0,0,
IBA,3194,Ibadan,NG,,Nigeria,NGA,SAFR,,Subsaharan Africa,AF,Africa,1,7.3777462,3.8972497,
IBB,3195,Isabela Island,EC,,Ecuador,ECU,SAME,,South America,AM,America,1,26.07452,-97.21953,
IBE,3196,Ibague,CO,,Colombia,COL,SAME,,South America,AM,America,1,4.43917,-75.2113267,
IBI,3197,Iboki,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.5576338,149.1971994,
IBL,3198,Indigo Bay Lodge,MZ,,Mozambique,MOZ,SAFR,,Subsaharan Africa,AF,Africa,1,-19.3022327,34.9144974,
IBM,3199,Iron Bridge,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-21.26501885,119.0417983,
IBO,3200,Ibo,MZ,,Mozambique,MOZ,SAFR,,Subsaharan Africa,AF,Africa,1,-11.792095,40.2279594,
IBP,3201,Iberia,PE,,Peru,PER,SAME,,South America,AM,America,1,-5.6933967,-74.1376653,
IBR,3202,Omitami,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,36.23929,140.35255,
IBZ,3203,Ibiza,ES,ESBAL,Spain,ESP,SEUR,Balearic Islands,Southern Europe,EU,Europe,1,38.9217339,1.2934299,
ICA,3204,Icabaru,VE,,Venezuela,VEN,SAME,,South America,AM,America,1,4.3306905,-61.7366932,
PMV,3205,Porlamar,VE,,Venezuela,VEN,SAME,,South America,AM,America,1,10.9635839,-63.8464509,
ICI,3206,Cicia,FJ,,Fiji,FJI,OCEA,,Oceania,OC,Oceania,1,-17.74932855,-179.311385,
ICK,3207,Nieuw Nickerie,SR,,Suriname,SUR,SAME,,South America,AM,America,1,5.9420605,-56.9893521,
ICL,3208,Clarinda,US,US_IA,U.S.A.,USA,NAME,Iowa,North America,AM,America,1,38.7719838,-82.20351086,
ICO,3209,Sicogon Island,PH,,Philippines,PHL,SEAS,,South East Asia,AS,Asia,1,11.4447615,123.2604103,
ICS,3210,Cascade,US,US_ID,U.S.A.,USA,NAME,Idaho,North America,AM,America,1,44.51551,-116.04145,
ICY,3211,Icy Bay,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,53.8101647,-166.550793,
IDA,3212,Idaho Falls,US,US_ID,U.S.A.,USA,NAME,Idaho,North America,AM,America,1,33.0028525,-93.8929997,
IDB,3213,Idre,SE,,Sweden,SWE,NEUR,,Northern Europe,EU,Europe,1,61.8584278,12.7168462,
IDC,3214,Ila Da Chilonzuene,MZ,,Mozambique,MOZ,SAFR,,Subsaharan Africa,AF,Africa,1,22.77131,-102.5039,
IDF,3215,Idiofa,CD,,Congo,COD,SAFR,,Subsaharan Africa,AF,Africa,1,-4.96358,-4.9699216,
IDG,3216,Ida Grove,US,US_IA,U.S.A.,USA,NAME,Iowa,North America,AM,America,1,42.34542,-95.47124,
IDH,3217,Grangeville,US,US_ID,U.S.A.,USA,NAME,Idaho,North America,AM,America,1,45.92574,-116.11966,
IDI,3218,Indiana,US,US_PA,U.S.A.,USA,NAME,Pennsylvania,North America,AM,America,1,36.3299905,-108.8154265,
IDK,3219,Indulkana,AU,AUSOA,Australia,AUS,OCEA,South Australia,Oceania,OC,Oceania,1,-26.9659828,133.3078312,
IDN,3220,Indagen,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-6.227869,147.245889,
IDO,3221,Santa Isabel do Morro,BR,BR_TO,Brazil,BRA,SAME,Tocantins,South America,AM,America,1,-11.5766439,-50.6684261,
IDP,3222,Independence,US,US_KS,U.S.A.,USA,NAME,Kansas,North America,AM,America,1,37.22658,-95.70756,
IDR,3223,Indore,IN,INMAD,India,IND,SASI,Madhya Pradesh,South Asia,AS,Asia,1,22.7203616,75.8681996,
IDY,3224,Ile 'd' Yeu,FR,FRPAY,France,FRA,WEUR,Pays de la Loire,Western Europe,EU,Europe,1,46.71018105,-2.349176901,
IEG,3225,Zielona Gora,PL,,Poland,POL,EEUR,,Central/Eastern Europe,EU,Europe,1,51.92766315,15.54900542,
IEJ,3226,Iejima,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,26.7197867,127.8071201,
IES,3227,Riesa,DE,DESAX,Germany,DEU,WEUR,Saxony,Western Europe,EU,Europe,1,51.3038241,13.308828,
IEV,3228,Kiev,UA,,Ukraine,UKR,EEUR,,Central/Eastern Europe,EU,Europe,1,50.4500336,30.5241361,
IFA,3229,Iowa Falls,US,US_IA,U.S.A.,USA,NAME,Iowa,North America,AM,America,1,39.61249385,-111.8898853,
IFF,3230,Iffley,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-29.6632553,148.9018667,
IFH,3231,Hesa,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,32.9103784,51.5544193,
IFJ,3232,Isafjordur,IS,,Iceland,ISL,NEUR,,Northern Europe,EU,Europe,1,66.0726918,-23.1193541,
IFL,3233,Innisfail,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-17.5241721,146.0311418,
IFN,3234,Isfahan,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,32.6707877,51.6650002,
IFO,3235,Ivano-Frankovsk,UA,,Ukraine,UKR,EEUR,,Central/Eastern Europe,EU,Europe,1,48.9224763,24.710334,
IFP,3236,Bullhead City,US,US_AZ,U.S.A.,USA,NAME,Arizona,North America,AM,America,1,35.12679,-114.57718,
IFU,3237,Ifuru Island,MV,,Maldives,MDV,SASI,,South Asia,AS,Asia,1,5.7077808,73.0242691,
IGA,3238,Inagua,BS,,Bahamas,BHS,CRBN,,Caribbean,AM,America,1,21.2325,-73.30962129,
IGB,3239,Ingeniero Jacobacci,AR,AR_RN,Argentina,ARG,SAME,Rio Negro,South America,AM,America,1,-41.3303941,-69.5471016,
IGD,3240,Igdir,TR,,Turkiye,TUR,SEUR,,Southern Europe,EU,Europe,1,41.2260175,33.1373214,
IGE,3241,Iguela,GA,,Gabon,GAB,SAFR,,Subsaharan Africa,AF,Africa,1,-1.9715655,9.498883419,
IGG,3242,Igiugig,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,59.32738,-155.89491,
IGH,3243,Ingham,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-18.6476374,146.1603448,
IGM,3244,Kingman,US,US_AZ,U.S.A.,USA,NAME,Arizona,North America,AM,America,1,35.18888,-114.05599,
IGN,3245,Iligan,PH,,Philippines,PHL,SEAS,,South East Asia,AS,Asia,1,8.2281556,124.2411508,
IGO,3246,Chigorodo,CO,,Colombia,COL,SAME,,South America,AM,America,1,7.6013873,-76.8689641,
IGR,3247,Iguazu,AR,AR_MI,Argentina,ARG,SAME,Misiones,South America,AM,America,1,-27.6034457,-55.3175431,
IGS,3248,Ingolstadt,DE,DEBAV,Germany,DEU,WEUR,Bavaria,Western Europe,EU,Europe,1,48.7630165,11.4250395,
IGT,3249,Ordzhonikidzevskaya,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,43.3134582,45.0506114,
IGU,3250,Iguassu Falls,BR,BR_PR,Brazil,BRA,SAME,Parana,South America,AM,America,1,-24.08275,-53.6610837,
IHA,3251,Niihama,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,33.9603497,133.2835899,
IHC,3252,Inhaca,MZ,,Mozambique,MOZ,SAFR,,Subsaharan Africa,AF,Africa,1,-26.0248272,32.94368308,
IHN,3253,Qishn,YE,,Yemen,YEM,MIDE,,Middle East,AS,Asia,1,15.4247701,51.68137916,
IHO,3254,Ihosy,MG,,Madagascar,MDG,SAFR,,Subsaharan Africa,AF,Africa,1,-22.4491626,46.1389867,
IHR,3255,Iranshahr,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,27.2069903,60.6882515,
IHU,3256,Ihu,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-7.9031074,145.4001643,
IIA,3257,Inishmaan,IE,,Ireland,IRL,NEUR,,Northern Europe,EU,Europe,1,53.0837285,-9.589193683,
IIL,3258,Ilaam,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,33.6379356,46.4202728,
IIS,3259,Nissan Island,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-4.5118843,154.230335,
IJK,3260,Izhevsk,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,56.866557,53.2094166,
IJU,3261,Ijui,BR,BR_RS,Brazil,BRA,SAME,Rio Grande do Sul,South America,AM,America,1,-28.3878734,-53.9201692,
IJX,3262,Jacksonville,US,US_IL,U.S.A.,USA,NAME,Illinois,North America,AM,America,1,39.7452,-90.23116,
THR,3263,Tehran,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,35.6892523,51.3896004,
IKB,3264,Wilkesboro,US,US_NC,U.S.A.,USA,NAME,North Carolina,North America,AM,America,1,36.1483,-81.15201,
IKE,3265,Ikerasak,GL,,Greenland,GRL,NEUR,,Northern Europe,EU,Europe,1,70.5027778,-51.3027778,
IKI,3266,Iki,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,33.7500515,129.6913078,
IKK,3267,Kankakee,US,US_IL,U.S.A.,USA,NAME,Illinois,North America,AM,America,1,41.12001,-87.86104,
IKL,3268,Ikela,CD,,Congo,COD,SAFR,,Subsaharan Africa,AF,Africa,1,-1.1973,-1.0533987,
IKO,3269,Nikolski,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,32.03411525,-97.09874858,
IKP,3270,Inkerman,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-19.7111895,147.4973243,
IKS,3271,Tiksi,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,71.636604,128.868546,
IKT,3272,Irkutsk,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,52.2891225,104.279829,
IKU,3273,Tamchy,KG,,Kyrgyzstan,KGZ,EEUR,,Central/Eastern Europe,EU,Europe,1,42.5646968,76.6605976,
ILA,3274,Illaga,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-4.0008747,137.6533327,
ILD,3275,Lleida,ES,ESCAT,Spain,ESP,SEUR,Catalonia,Southern Europe,EU,Europe,1,41.6141663,0.6258029,
ILF,3276,Ilford,CA,CA_MB,Canada,CAN,NAME,Manitoba,North America,AM,America,1,56.0659233,-95.6000148,
ILG,3277,Wilmington,US,US_DE,U.S.A.,USA,NAME,Delaware,North America,AM,America,1,40.8600571,-81.516508,
ILH,3278,Illesheim,DE,DEBAV,Germany,DEU,WEUR,Bavaria,Western Europe,EU,Europe,1,49.4805594,10.3786501,
ILI,3279,Iliamna,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,21.4201928,-158.1737678,
ILK,3280,Ilaka,MG,,Madagascar,MDG,SAFR,,Subsaharan Africa,AF,Africa,1,-22.4252249,47.6962004,
ILL,3281,Willmar,US,US_MN,U.S.A.,USA,NAME,Minnesota,North America,AM,America,1,45.12064,-95.05447,
ILM,3282,Wilmington,US,US_NC,U.S.A.,USA,NAME,North Carolina,North America,AM,America,1,42.2941104,-83.41174215,
ILN,3283,Wilmington,US,US_OH,U.S.A.,USA,NAME,Ohio,North America,AM,America,1,39.44713,-83.82844,
ILO,3284,Iloilo,PH,,Philippines,PHL,SEAS,,South East Asia,AS,Asia,1,10.6926985,122.5736783,
ILP,3285,Ile Des Pins,NC,,New Caledonia,NCL,OCEA,,Oceania,OC,Oceania,1,-22.66649,167.49803,
ILQ,3286,Ilo,PE,,Peru,PER,SAME,,South America,AM,America,1,-17.6458772,-71.3452005,
ILR,3287,Ilorin,NG,,Nigeria,NGA,SAFR,,Subsaharan Africa,AF,Africa,1,8.4963657,4.5480484,
SAL,3288,San Salvador,SV,,El Salvador,SLV,CAME,,Central America,AM,America,1,13.6989939,-89.1914249,
ILU,3289,Kilaguni,KE,,Kenya,KEN,SAFR,,Subsaharan Africa,AF,Africa,1,-2.9060394,38.0660419,
ILX,3290,Ileg,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.4911427,145.8008773,
ILY,3291,Islay,GB,GBSCO,United Kingdom,GBR,NEUR,Scotland,Northern Europe,EU,Europe,1,55.75858015,-6.165672284,
ILZ,3292,Zilina,SK,,Slovakia,SVK,EEUR,,Central/Eastern Europe,EU,Europe,1,49.2234674,18.7393139,
IMA,3293,Iamalele,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.6816068,144.2489014,
IMB,3294,Imbaimadai,GY,,Guyana,GUY,SAME,,South America,AM,America,1,5.7035031,-60.295501,
IMD,3295,Imonda,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-3.3285303,141.160505,
IMF,3296,Imphal,IN,INMAN,India,IND,SASI,Manipur,South Asia,AS,Asia,1,24.7991162,93.9364419,
IMG,3297,Inhaminga,MZ,,Mozambique,MOZ,SAFR,,Subsaharan Africa,AF,Africa,1,-18.415196,35.023616,
IMI,3298,Ine Island,MH,,Marshall Islands,MHL,OCEA,,Oceania,OC,Oceania,1,6.9777993,171.7048743,
IMK,3299,Simikot,NP,,Nepal,NPL,SASI,,South Asia,AS,Asia,1,29.9728637,81.8201602,
IML,3300,Imperial,US,US_NE,U.S.A.,USA,NAME,Nebraska,North America,AM,America,1,40.51666,-101.6431,
IMM,3301,Immokalee,US,US_FL,U.S.A.,USA,NAME,Florida,North America,AM,America,1,43.97386785,-89.39197074,
